date,positive_count,negative_count,neutral_count,avg_sentiment_score
2022-12-07,1,1,1,-0.05529225727377707
2022-12-08,0,1,1,-0.49965041458563064
2022-12-09,0,2,1,-0.6670756789798892
2022-12-12,0,3,1,-0.7316138442146212
2022-12-14,0,4,1,-0.7227976524426534
2022-12-16,1,3,1,-0.4036652683003922
2022-12-19,0,2,0,-0.9772151092329295
2022-12-21,0,0,1,-1.0735141898976508e-05
2022-12-22,0,1,1,-0.22792799443832978
2022-12-23,1,0,0,0.9999963096801139
2022-12-27,1,0,0,0.9997524769569281
2022-12-28,1,0,0,0.9999462499963556
2022-12-29,0,0,1,-0.06256370620940288
2022-12-30,0,1,0,-0.8874023043754278
2023-01-03,0,2,0,-0.9302484228796857
2023-01-04,1,0,1,0.5652227298123762
2023-01-06,0,2,0,-0.9933720105233306
2023-01-09,0,0,1,-0.0018964656155731063
2023-01-10,0,1,1,-0.31609184239641763
2023-01-11,1,0,0,0.9999872299771368
2023-01-12,0,0,2,0.08255714814140447
2023-01-13,0,0,3,-4.4004236253651165e-05
2023-01-14,0,2,1,-0.6666180588465972
2023-01-16,1,0,5,0.16693964749905157
2023-01-17,1,1,1,-0.139377655267405
2023-01-18,0,0,4,6.25241372231855e-07
2023-01-19,0,0,2,-0.0028102750757170725
2023-01-20,1,0,1,0.49982462390315163
